Logic ID,Rule ID,Logic Number,P1,Col,Operand,Val,P2,And Or
1824-1,1824,1,(,Model Year,>=,2022,NULL,And
1824-2,1824,2,(,Model,=,Ram DT,NULL,Or
1824-3,1824,3,NULL,model,=,Ram HD,),And
1824-4,1824,4,(,Customer Comments,LIKE,*blower*,NULL,Or
1824-5,1824,5,NULL,Customer Comments,LIKE,*air flow*,NULL,Or
1824-6,1824,6,NULL,Customer Comments,LIKE,*not working*,NULL,Or
1824-7,1824,7,NULL,Customer Comments,LIKE,*water*,NULL,Or
1824-8,1824,8,NULL,Dealer Comments,LIKE,*water*,NULL,Or
1824-9,1824,9,NULL,Dealer Comments,LIKE,*ice*,NULL,Or
1824-10,1824,10,NULL,Dealer Comments,LIKE,*no air*,NULL,Or
1824-11,1824,11,NULL,Dealer Comments,LIKE,*no heat*,NULL,Or
1824-12,1824,12,NULL,Dealer Comments,LIKE,*block*,)),NULL
1822-1,1822,1,NULL,Model Year,=,2021,NULL,And
1822-2,1822,2,(,Model,=,Aviator Hybrid,NULL,Or
1822-3,1822,3,NULL,Model,=,F150 Hybrid,NULL,Or
1822-4,1822,4,NULL,Model,=,Escape Hybrid,),And
1822-5,1822,5,(,Dealer Comments,LIKE,*P2D44*,NULL,And
1822-6,1822,6,NULL,Dealer Comments,LIKE,*B11EE*,),NULL
1821-1,1821,1,NULL,Product Description,=,Cabin Air Filter,NULL,And
1821-2,1821,2,(,Model,=,Ram DS,NULL,Or
1821-3,1821,3,NULL,Model,=,Ram DT,NULL,Or
1821-4,1821,4,NULL,Model,=,Ram HD,NULL,Or
1821-5,1821,5,NULL,Model,=,Wagoneer,),And
1821-7,1821,7,(,Dealer Comments,LIKE,*frozen*,NULL,Or
1821-9,1821,9,NULL,Dealer Comments,LIKE,* ice*,NULL,Or
1821-10,1821,10,NULL,Dealer Comments,LIKE,* ice*,),NULL
1820-1,1820,1,NULL,Model,=,Cherokee,NULL,And
1820-2,1820,2,NULL,Model Year,=,2021,NULL,And
1820-3,1820,3,NULL,Product Description,=,Wiper Arm,NULL,And
1820-4,1820,4,NULL,Vehicle Build Date,>,12/1/2020,NULL,And
1820-5,1820,5,NULL,Vehicle Build Date,<=,5/17/2021,NULL,NULL
1819-1,1819,1,(,Customer Category,=,Front parking sensors issue,NULL,Or
1819-2,1819,2,NULL,Customer Category,=,Parking sensor issue,),Or
1819-3,1819,3,NULL,Claim Category,=,Not meter - Reprogrammed TSB 22-2038A,NULL,Or
1819-4,1819,4,NULL,Claim Category,=,Not meter - Reprogrammed TSB 22-2094,NULL,NULL
1816-1,1816,1,NULL,Model Year,>=,2019,NULL,And
1816-2,1816,2,NULL,Model Year,<=,2022,NULL,And
1816-3,1816,3,NULL,model,=,Rav4,NULL,And
1816-4,1816,4,(,Customer Comments,LIKE,*P0087*,NULL,Or
1816-5,1816,5,NULL,Customer Comments,LIKE,*P107A2A*,NULL,Or
1816-6,1816,6,NULL,Dealer Comments,LIKE,*P0087*,NULL,Or
1816-7,1816,7,NULL,Dealer Comments,LIKE,*P107A2A*,NULL,Or
1816-8,1816,8,NULL,Dealer Comments,LIKE,*EL9069*,NULL,Or
1816-9,1816,9,NULL,Correction Comments,LIKE,*P0087*,NULL,Or
1816-10,1816,10,NULL,Correction Comments,LIKE,*P107A2A*,NULL,Or
1816-11,1816,11,NULL,Correction Comments,LIKE,*EL9069*,NULL,Or
1816-12,1816,12,NULL,Labor Code,LIKE,*EL9069*,),NULL
1813-1,1813,1,NULL,Dealer Comments,LIKE,*U0155*,NULL,And
1813-2,1813,2,(,Customer Category,=,Cluster Inoperable,NULL,Or
1813-3,1813,3,NULL,Customer Category,=,Display issue- Black screen,NULL,Or
1813-4,1813,4,NULL,Customer Category,=,Display issue,),And
1813-5,1813,5,NULL,Model,=,F250/350/450/550,NULL,NULL
1812-1,1812,1,NULL,Customer Category,=,Power window issue,NULL,And
1812-2,1812,2,(,Claim Category,=,Not meter - Reprogrammed Power Windows,NULL,Or
1812-3,1812,3,NULL,Claim Category,=,S/W update,NULL,Or
1812-4,1812,4,NULL,Claim Category,=,Reprogramming issue,),NULL
1811-1,1811,1,NULL,model,=,Tundra,NULL,And
1811-2,1811,2,NULL,Model Year,=,2022,NULL,And
1811-3,1811,3,(,Customer Comments,LIKE,*stall*,NULL,Or
1811-4,1811,4,NULL,Customer Comments,LIKE,*X0800*,NULL,Or
1811-5,1811,5,NULL,Dealer Comments,LIKE,*stall*,NULL,Or
1811-6,1811,6,NULL,Dealer Comments,LIKE,*X0800*,NULL,Or
1811-7,1811,7,NULL,Correction Comments,LIKE,*X0800*,),NULL
1809-1,1809,1,NULL,Customer,=,Ford,NULL,And
1809-2,1809,2,(,Claim Comment,=,P0A7A,NULL,Or
1809-3,1809,3,NULL,Claim Comment,=,P0A7A P0613,NULL,Or
1809-4,1809,4,NULL,Claim Comment,=,P0A78,NULL,Or
1809-5,1809,5,NULL,Claim Comment,=,P0A78 P0C19,NULL,Or
1809-6,1809,6,NULL,Claim Comment,=,P0C19 P0A78,),NULL
1808-1,1808,1,NULL,Claimed Part Number Desc,LIKE,0R010,NULL,NULL
1807-1,1807,1,NULL,Customer,=,GM,NULL,And
1807-2,1807,2,NULL,Datalink,=,StarterGen5,NULL,And
1807-3,1807,3,NULL,Model Year,>=,2019,NULL,And
1807-4,1807,4,NULL,Model Year,<=,2022,NULL,And
1807-5,1807,5,NULL,Claim Category,=,Valve Lifter History,NULL,And
1807-6,1807,6,(,Issue ID,=,0,NULL,Or
1807-7,1807,7,NULL,Issue ID,=,416,NULL,Or
1807-8,1807,8,NULL,Issue ID,IS NULL,NULL,),NULL
1806-1,1806,1,NULL,Customer,=,GM,NULL,And
1806-2,1806,2,NULL,Datalink,=,FuelInjectorCSS3L,NULL,And
1806-3,1806,3,(,Model Year,>=,2020,NULL,And
1806-4,1806,4,NULL,Model Year,<=,2022,),And
1806-5,1806,5,(,Vehicle Build Date,>=,1/1/2019,NULL,And
1806-6,1806,6,NULL,Vehicle Build Date,<=,7/01/2024,),And
1806-7,1806,7,(,Issue ID,=,0,NULL,Or
1806-8,1806,8,NULL,Issue ID,IS NULL,NULL,),And
1806-10,1806,10,(,Claim Category,LIKE,*INJ.C*,NULL,Or
1806-11,1806,11,NULL,Claim Category,LIKE,*P020*,),NULL
1805-1,1805,1,NULL,Customer,=,Subaru,NULL,And
1805-2,1805,2,(,Customer Category,=,Black Screen,NULL,Or
1805-3,1805,3,NULL,Customer Category,=,Black Screen/Freezing,),And
1805-4,1805,4,NULL,Claim Comment,=,RC2103,NULL,NULL
1804-1,1804,1,NULL,Customer,=,Subaru,NULL,And
1804-2,1804,2,(,Customer Category,=,Black Screen,NULL,Or
1804-3,1804,3,NULL,Customer Category,=,Black Screen/Freezing,),And
1804-4,1804,4,NULL,Claim Comment,=,RC2011,NULL,NULL
1803-1,1803,1,NULL,Customer,=,Subaru,NULL,And
1803-2,1803,2,(,Customer Category,=,Black Screen,NULL,Or
1803-3,1803,3,NULL,Customer Category,=,Black Screen/Freezing,),And
1803-4,1803,4,NULL,Claim Comment,=,RC2003,NULL,NULL
1800-1,1800,1,NULL,Customer,=,subaru,NULL,And
1800-2,1800,2,NULL,Customer Category,=,abnormal Noise,NULL,NULL
1799-1,1799,1,NULL,Claimed Part Number,=,177050C121,NULL,And
1799-2,1799,2,NULL,Vehicle Build Date,>=,1/19/2021,NULL,And
1799-3,1799,3,NULL,Vehicle Build Date,<=,2/15/2021,NULL,NULL
1798-1,1798,1,NULL,Customer,=,Ford,NULL,And
1798-2,1798,2,(,Model Year,>=,2020,NULL,And
1798-3,1798,3,NULL,Model Year,<=,2021,),And
1798-4,1798,4,NULL,Claim Category,LIKE,*Reprogram all modules*,NULL,And
1798-5,1798,5,(,Issue ID,IS NULL,NULL,NULL,Or
1798-6,1798,6,NULL,Issue ID,=,0,),NULL
1793-1,1793,1,NULL,Model Platform,=,WS,NULL,And
1793-2,1793,2,(,Customer Comments,LIKE,*water*,NULL,Or
1793-3,1793,3,NULL,Customer Comments,LIKE,*leak*,NULL,Or
1793-4,1793,4,NULL,Customer Comments,LIKE,*Wet*,NULL,Or
1793-5,1793,5,NULL,Dealer Comments,LIKE,*Wet*,),NULL
1789-1,1789,1,(,Model Platform,=,DT,NULL,And
1789-2,1789,2,NULL,Engine Desc,=,ESD: 6.2L Supercharged HEMI V8 SRT Engine,),And
1789-3,1789,3,(,Dealer Comments,LIKE,*leak*,NULL,And
1789-4,1789,4,(,Dealer Comments,LIKE,*tube*,NULL,Or
1789-5,1789,5,NULL,Dealer Comments,LIKE,*center*,NULL,Or
1789-6,1789,6,NULL,Dealer Comments,LIKE,*middle*,)),NULL
1788-1,1788,1,((,Model Platform,=,DT,NULL,And
1788-2,1788,2,NULL,Engine Desc,=,ESD: 6.2L Supercharged HEMI V8 SRT Engine,),And
1788-3,1788,3,(,Dealer Comments,LIKE,*leak*,NULL,Or
1788-4,1788,4,NULL,Customer Comments,LIKE,*leak*,),And
1788-5,1788,5,(,Dealer Comments,LIKE,*pipe*,NULL,Or
1788-6,1788,6,NULL,Dealer Comments,LIKE,*hose*,NULL,Or
1788-7,1788,7,NULL,Dealer Comments,LIKE,*weld*,NULL,Or
1788-8,1788,8,NULL,Dealer Comments,LIKE,*jumper tube*,NULL,Or
1788-9,1788,9,NULL,Dealer Comments,LIKE,*crimp*,)),NULL
1787-1,1787,1,NULL,Customer,=,GM,NULL,And
1787-2,1787,2,NULL,Datalink,=,StarterGen5,NULL,And
1787-3,1787,3,NULL,Model Year,=,2022,NULL,And
1787-4,1787,4,NULL,Model Year,=,2022,NULL,And
1787-5,1787,5,NULL,Vehicle Build Date,>,1/1/2021,NULL,And
1787-6,1787,6,NULL,Vehicle Build Date,<=,1/1/2023,NULL,And
1787-7,1787,7,(,Issue ID,=,0,NULL,Or
1787-8,1787,8,NULL,Issue ID,=,416,NULL,Or
1787-9,1787,9,NULL,Issue ID,IS NULL,NULL,),And
1787-10,1787,10,(,Customer Comments,LIKE,*e32*,NULL,Or
1787-11,1787,11,NULL,Dealer Comments,LIKE,*e32*,NULL,Or
1787-12,1787,12,NULL,Correction Comments,LIKE,*e32*,NULL,Or
1787-13,1787,13,NULL,Customer Comments,LIKE,*e37*,NULL,Or
1787-14,1787,14,NULL,Dealer Comments,LIKE,*e37*,NULL,Or
1787-15,1787,15,NULL,Correction Comments,LIKE,*e37*,),NULL
1786-1,1786,1,NULL,Customer,=,Ford,NULL,And
1786-2,1786,2,NULL,Issue ID,IS NULL,NULL,NULL,And
1786-3,1786,3,(,Claim Category 2,=,Dealer Chargeback,NULL,Or
1786-4,1786,4,NULL,Claim Category 2,=,Part Charge Back,NULL,Or
1786-5,1786,5,NULL,Claim Category 2,=,Will Be Dealer Chargeback,),NULL
1782-1,1782,1,NULL,Customer,=,Ford,NULL,And
1782-2,1782,2,(,Model Year,>=,2021,NULL,And
1782-3,1782,3,NULL,Model Year,<=,2021,),And
1782-4,1782,4,NULL,Claim Category 2,LIKE,*49962*,NULL,And
1782-5,1782,5,(,Issue ID,IS NULL,NULL,NULL,Or
1782-6,1782,6,NULL,Issue ID,=,0,),NULL
1781-1,1781,1,NULL,Customer,=,Ford,NULL,And
1781-2,1781,2,NULL,Issue ID,IS NULL,NULL,NULL,And
1781-3,1781,3,(,Claim Category,=,Calibration Update,NULL,Or
1781-4,1781,4,NULL,Claim Category,=,Reporgrammed ISC,),NULL
1779-1,1779,1,NULL,Customer,=,Ford,NULL,And
1779-2,1779,2,NULL,Issue ID,IS NULL,NULL,NULL,And
1779-3,1779,3,NULL,Claim Comment,=,P2BEF,NULL,NULL
1778-1,1778,1,(,Model Year,=,2019,NULL,Or
1778-2,1778,2,NULL,Model Year,=,2020,),And
1778-3,1778,3,NULL,Product Description,=,Engine ECU,NULL,And
1778-4,1778,4,(,Dealer Comments,LIKE,*92-20*,NULL,Or
1778-5,1778,5,NULL,Correction Comments,LIKE,*92-20*,NULL,Or
1778-6,1778,6,NULL,Dealer Comments,LIKE,*TC1910*,NULL,Or
1778-7,1778,7,NULL,Correction Comments,LIKE,*TC1910*,),And
1778-8,1778,8,NULL,Model,=,Tacoma,NULL,NULL
1772-1,1772,1,NULL,Model,=,F150,NULL,And
1772-2,1772,2,NULL,Model Year,>=,2021,NULL,And
1772-3,1772,3,NULL,Model Year,<=,2021,NULL,And
1772-4,1772,4,(,Issue ID,IS NULL,NULL,NULL,Or
1772-5,1772,5,NULL,Issue ID,=,0,),And
1772-6,1772,6,NULL,Customer Category,LIKE,*Message - Reverse Brake Assist Unavailable*,NULL,NULL
1771-1,1771,1,NULL,Customer,=,Ford,NULL,And
1771-2,1771,2,(,Claim Category,=,Fuel in Valve,NULL,Or
1771-3,1771,3,NULL,Claim Category,=,Gas Filler Pipe Replaced,NULL,Or
1771-4,1771,4,NULL,Claim Category,=,Canister Vent Valve,NULL,Or
1771-5,1771,5,NULL,Claim Category,=,Canister Vent Valve Loose,NULL,Or
1771-6,1771,6,NULL,Claim Category,=,Air Box Cracked,NULL,Or
1771-7,1771,7,NULL,Claim Category,=,Pinched Evap Hose,NULL,Or
1771-8,1771,8,NULL,Claim Category,=,Damaged Hose,NULL,Or
1771-9,1771,9,NULL,Claim Category,=,Kinked Hose,NULL,Or
1771-10,1771,10,NULL,Claim Category,=,Canister Hose Leaking,NULL,Or
1771-11,1771,11,NULL,Claim Category,=,Canister Vent Tube Pinched,NULL,Or
1771-12,1771,12,NULL,Claim Category,=,Cleaned filler neck,NULL,Or
1771-13,1771,13,NULL,Claim Category,=,Filler Neck Loose,NULL,Or
1771-14,1771,14,NULL,Claim Category,=,Fuel Cap Issue,NULL,Or
1771-15,1771,15,NULL,Claim Category,=,Fuel Cap Loose,),NULL
1770-1,1770,1,NULL,Customer,=,Ford,NULL,And
1770-2,1770,2,(,Claim Category,=,Part Not Replaced,NULL,Or
1770-3,1770,3,NULL,Claim Category,=,No Part Replaced,NULL,Or
1770-4,1770,4,NULL,Claim Category,=,NTF,NULL,Or
1770-5,1770,5,NULL,Claim Category,=,NPF,),NULL
1769-1,1769,1,NULL,Engine Family,=,5.0L Engine,NULL,And
1769-2,1769,2,NULL,Model Year,=,2021,NULL,And
1769-3,1769,3,(,Claim Comment,=,P02EE,NULL,Or
1769-4,1769,4,NULL,Claim Comment,=,P02EF,NULL,Or
1769-5,1769,5,NULL,Claim Comment,=,P02EF U0284 P0306 P3442,),NULL
1762-1,1762,1,NULL,Customer,=,Toyota,NULL,And
1762-2,1762,2,NULL,Issue ID,IS NULL,NULL,NULL,And
1762-3,1762,3,NULL,Model Year,=,2021,NULL,And
1762-4,1762,4,NULL,Model,=,Rav4,NULL,And
1762-5,1762,5,NULL,Asm Plant Desc,LIKE,TMMK*,NULL,And
1762-6,1762,6,NULL,Claimed Part Number,LIKE,87050*,NULL,And
1762-7,1762,7,(,Dealer Comments,LIKE,*hole*,NULL,Or
1762-8,1762,8,NULL,Dealer Comments,LIKE,*leak*,NULL,Or
1762-9,1762,9,NULL,Dealer Comments,LIKE,*pin*,),NULL
1760-1,1760,1,NULL,Customer,=,GM,NULL,And
1760-2,1760,2,(,VIN,=,1GNSKGKT2MR331934,NULL,Or
1760-3,1760,3,NULL,VIN,=,1GKS2DKTXMR322541,NULL,Or
1760-4,1760,4,NULL,VIN,=,3GCUYEET3MG320232,NULL,Or
1760-5,1760,5,NULL,VIN,=,1GNSKGKT4MR302578,NULL,Or
1760-6,1760,6,NULL,VIN,=,1GYS4GKT1MR334045,NULL,Or
1760-7,1760,7,NULL,VIN,=,3GTU9BET2MG338006,NULL,Or
1760-8,1760,8,NULL,VIN,=,1GNSKGKT4MR394646,NULL,Or
1760-9,1760,9,NULL,VIN,=,3GCUYEET3LG263335,NULL,Or
1760-10,1760,10,NULL,VIN,=,3GCUYDET5MG274512,NULL,Or
1760-11,1760,11,NULL,VIN,=,3GCPWEETXMG269315,),NULL
1757-1,1757,1,NULL,Customer,=,GM,NULL,And
1757-2,1757,2,NULL,Product Description,=,Body ECU,NULL,And
1757-3,1757,3,(,Issue ID,IS NULL,NULL,NULL,Or
1757-4,1757,4,NULL,Issue ID,=,0,),And
1757-5,1757,5,(,Claim Category,=,Bent Pin,NULL,Or
1757-6,1757,6,NULL,Claim Category,=,P2535/P0607,),NULL
1756-1,1756,1,NULL,Customer,=,Ford,NULL,And
1756-2,1756,2,NULL,Model Year,=,2021,NULL,And
1756-3,1756,3,NULL,Model,=,Mustang Mach E,NULL,And
1756-4,1756,4,NULL,Claim Category,=,Reprogram,NULL,And
1756-5,1756,5,(,Issue ID,IS NULL,NULL,NULL,Or
1756-6,1756,6,NULL,Issue ID,=,0,),NULL
1755-1,1755,1,NULL,Customer,=,Ford,NULL,And
1755-2,1755,2,(,Model Year,>=,2020,NULL,And
1755-3,1755,3,NULL,Model Year,<=,2022,),And
1755-4,1755,4,NULL,Claim Comment,LIKE,*50077*,NULL,And
1755-5,1755,5,(,Issue ID,IS NULL,NULL,NULL,Or
1755-6,1755,6,NULL,Issue ID,=,0,),NULL
1754-1,1754,1,NULL,Customer,=,Ford,NULL,And
1754-2,1754,2,NULL,Issue ID,IS NULL,NULL,NULL,And
1754-3,1754,3,(,Claim Comment,=,U012D,NULL,Or
1754-4,1754,4,NULL,Claim Comment,=,U012D AND U042E,NULL,Or
1754-5,1754,5,NULL,Claim Comment,=,U012D U0284,NULL,Or
1754-6,1754,6,NULL,Claim Comment,=,U012D U0284 U042E,NULL,Or
1754-7,1754,7,NULL,Claim Comment,=,U012D U042E,NULL,Or
1754-8,1754,8,NULL,Claim Comment,=,U0284,NULL,Or
1754-9,1754,9,NULL,Claim Comment,=,U042E,NULL,Or
1754-10,1754,10,NULL,Claim Comment,=,U042E U012D,NULL,Or
1754-11,1754,11,NULL,Claim Comment,=,U042E U0284 U012D,NULL,Or
1754-12,1754,12,NULL,Claim Comment,=,U012D U0284 U0285 U0645,NULL,Or
1754-13,1754,13,NULL,Claim Comment,=,U012D U0284 U0645,NULL,Or
1754-14,1754,14,NULL,Claim Comment,=,U012D U0645 U0284 U0285,NULL,Or
1754-15,1754,15,NULL,Claim Comment,=,U0284 U0265 U012D U0285 U042E,NULL,Or
1754-16,1754,16,NULL,Claim Comment,=,U0284 U0285 U012D U042E,NULL,Or
1754-17,1754,17,NULL,Claim Comment,=,U0284 U0285 U0645,NULL,Or
1754-18,1754,18,NULL,Claim Comment,=,U0284 U042E,NULL,Or
1754-19,1754,19,NULL,Claim Comment,=,U0284 U0645 U012D U042E,NULL,Or
1754-20,1754,20,NULL,Claim Comment,=,U0645 U02845 U0120 U0285,NULL,Or
1754-21,1754,21,NULL,Claim Comment,=,U042E U012D U0645 U0284 U0285,),And
1754-22,1754,22,(,Claim Category,=,Replaced Alternator,NULL,Or
1754-23,1754,23,NULL,Claim Category,=,Replaced Grill Shutter and Alternator,NULL,Or
1754-24,1754,24,NULL,Claim Category,IS NULL,NULL,),NULL
1753-1,1753,1,NULL,customer,=,Honda,NULL,And
1753-2,1753,2,NULL,Product Description,=,Infotainment Control Unit,NULL,And
1753-3,1753,3,NULL,Customer Category,=,Slow Performance,NULL,NULL
1751-1,1751,1,NULL,Customer,=,Ford,NULL,And
1751-2,1751,2,(,Model Year,=,2020,NULL,Or
1751-3,1751,3,NULL,Model Year,=,2021,),And
1751-4,1751,4,(,Claim Category,=,Compressor failed PPT (displacement),NULL,Or
1751-5,1751,5,NULL,Claim Category,=,Compressor failed PPT,),NULL
1746-1,1746,1,NULL,Customer,=,GM,NULL,And
1746-2,1746,2,NULL,Model Year,>=,2020,NULL,And
1746-3,1746,3,NULL,Product Description,=,O2 Sensor,NULL,And
1746-4,1746,4,NULL,Engine Family,=,GEN 5+,NULL,And
1746-5,1746,5,(,Engine,=,L84,NULL,Or
1746-6,1746,6,NULL,Engine,=,L87,),And
1746-7,1746,7,NULL,Claim Category,=,DTC P0300,NULL,NULL
1745-1,1745,1,NULL,Claimed Part Desc,=,COMPRESSOR - A/C,NULL,And
1745-2,1745,2,NULL,Model Year,=,2020,NULL,And
1745-3,1745,3,(,Model,=,Explorer,NULL,Or
1745-4,1745,4,NULL,Model,=,Aviator,),And
1745-5,1745,5,NULL,Vehicle Build Date,<=,8-19-2019,NULL,And
1745-6,1745,6,(,Claim Category,=,Insufficient Charge,NULL,Or
1745-7,1745,7,NULL,Claim Category,=," 	Seized",NULL,Or
1745-8,1745,8,NULL,Claim Category,=,A/C Hose Leak,NULL,Or
1745-9,1745,9,NULL,Claim Category,=,Low charge,),NULL
1744-1,1744,1,NULL,Customer,=,Ford,NULL,And
1744-2,1744,2,(,Model Year,>=,2020,NULL,And
1744-3,1744,3,NULL,Model Year,<=,2021,),And
1744-4,1744,4,NULL,Claim Comment,LIKE,*49968*,NULL,And
1744-5,1744,5,(,Issue ID,IS NULL,NULL,NULL,Or
1744-6,1744,6,NULL,Issue ID,=,0,),NULL
1743-1,1743,1,NULL,Customer,=,Ford,NULL,And
1743-2,1743,2,NULL,Model Year,=,2021,NULL,And
1743-3,1743,3,NULL,Model,=,Mustang Mach E,NULL,And
1743-4,1743,4,(,Issue ID,IS NULL,NULL,NULL,Or
1743-5,1743,5,NULL,Issue ID,=,0,),And
1743-6,1743,6,NULL,Claim Category,LIKE,*21B36*,NULL,NULL
1741-1,1741,1,((,Model Platform,=,DT,NULL,And
1741-2,1741,2,NULL,Model Year,>=,2021,),And
1741-3,1741,3,(,Customer Comments,LIKE,*inop*,NULL,Or
1741-4,1741,4,NULL,Customer Comments,LIKE,*warm*,NULL,Or
1741-5,1741,5,NULL,Customer Comments,LIKE,*hot*,NULL,Or
1741-6,1741,6,NULL,Customer Comments,LIKE,*no AC*,)),NULL
1740-1,1740,1,NULL,Model,=,Compass MP,NULL,And
1740-2,1740,2,NULL,Vehicle Build Date,>,9/1/2020,NULL,And
1740-3,1740,3,NULL,Vehicle Build Date,<=,9/30/2020,NULL,NULL
1739-1,1739,1,NULL,Customer,=,Toyota,NULL,And
1739-2,1739,2,NULL,Issue ID,IS NULL,NULL,NULL,And
1739-3,1739,3,NULL,Model,=,Highlander,NULL,And
1739-4,1739,4,(,Model Year,=,2020,NULL,Or
1739-5,1739,5,NULL,Model Year,=,2021,),And
1739-6,1739,6,(,Customer Comments,LIKE,*21TC05*,NULL,Or
1739-7,1739,7,NULL,Dealer Comments,LIKE,*21TC05*,NULL,Or
1739-8,1739,8,NULL,Correction Comments,LIKE,*21TC05*,),And
1739-9,1739,9,NULL,Vehicle Repair Date,<=,5/13/2022,NULL,NULL
1737-1,1737,1,NULL,Customer,=,Subaru,NULL,And
1737-2,1737,2,NULL,Customer Category,LIKE,*BT/Phone*,NULL,NULL
1736-1,1736,1,NULL,Customer,=,Subaru,NULL,And
1736-2,1736,2,NULL,Claim Category,LIKE,*Contact*,NULL,NULL
1735-1,1735,1,NULL,Customer,=,Subaru,NULL,And
1735-2,1735,2,NULL,Claim Category,LIKE,*rub*,NULL,NULL
1735-3,1735,3,NULL,Make,NULL,NULL,NULL,NULL
1734-1,1734,1,NULL,Model,=,F150,NULL,And
1734-2,1734,2,NULL,Model Year,>=,2021,NULL,And
1734-3,1734,3,NULL,Model Year,<=,2021,NULL,And
1734-4,1734,4,(,Issue ID,IS NULL,NULL,NULL,Or
1734-5,1734,5,NULL,Issue ID,=,0,),And
1734-6,1734,6,NULL,Customer Category,LIKE,*PRE COLLISION WARNING*,NULL,NULL
1733-1,1733,1,NULL,Model,=,F150,NULL,And
1733-2,1733,2,NULL,Model Year,>=,2021,NULL,And
1733-3,1733,3,NULL,Model Year,<=,2021,NULL,And
1733-4,1733,4,(,Issue ID,IS NULL,NULL,NULL,Or
1733-5,1733,5,NULL,Issue ID,=,0,),And
1733-6,1733,6,NULL,Customer Category,LIKE,*Power window issue*,NULL,NULL
1732-1,1732,1,NULL,Model,=,F150,NULL,And
1732-2,1732,2,NULL,Model Year,>=,2021,NULL,And
1732-3,1732,3,NULL,Model Year,<=,2021,NULL,And
1732-4,1732,4,(,Issue ID,IS NULL,NULL,NULL,Or
1732-5,1732,5,NULL,Issue ID,=,0,),And
1732-6,1732,6,NULL,Customer Category,LIKE,*Preferences - not saving*,NULL,NULL
1731-1,1731,1,NULL,Model,=,F150,NULL,And
1731-2,1731,2,NULL,Model Year,>=,2021,NULL,And
1731-3,1731,3,NULL,Model Year,<=,2021,NULL,And
1731-4,1731,4,(,Issue ID,IS NULL,NULL,NULL,Or
1731-5,1731,5,NULL,Issue ID,=,0,),And
1731-6,1731,6,NULL,Customer Category,=,Inaccurate Trans Temp Gauge,NULL,NULL
1730-1,1730,1,NULL,Model,=,F150,NULL,And
1730-2,1730,2,NULL,Model Year,>=,2021,NULL,And
1730-3,1730,3,NULL,Model Year,<=,2021,NULL,And
1730-4,1730,4,(,Issue ID,IS NULL,NULL,NULL,Or
1730-5,1730,5,NULL,Issue ID,=,0,),And
1730-6,1730,6,NULL,Customer Category,=,Inop,NULL,NULL
1729-1,1729,1,NULL,Model,=,F-STRIPPED CHASSIS,NULL,And
1729-2,1729,2,NULL,Model Year,>=,2020,NULL,And
1729-3,1729,3,NULL,Model Year,<=,2021,NULL,And
1729-4,1729,4,(,Issue ID,IS NULL,NULL,NULL,Or
1729-5,1729,5,NULL,Issue ID,=,0,),And
1729-6,1729,6,NULL,Customer Category,LIKE,*4x4*,NULL,NULL
1728-1,1728,1,NULL,Model,=,F-STRIPPED CHASSIS,NULL,And
1728-2,1728,2,(,Model Year,>=,2022,NULL,And
1728-3,1728,3,NULL,Model Year,<=,2021,),And
1728-4,1728,4,(,Issue ID,IS NULL,NULL,NULL,Or
1728-5,1728,5,NULL,Issue ID,=,0,),And
1728-6,1728,6,NULL,Customer Category,LIKE,*Display issue*,NULL,NULL
1727-1,1727,1,NULL,Model,=,F-STRIPPED CHASSIS,NULL,And
1727-2,1727,2,(,Model Year,>=,2020,NULL,And
1727-3,1727,3,NULL,Model Year,<=,2021,),And
1727-4,1727,4,(,Issue ID,IS NULL,NULL,NULL,Or
1727-5,1727,5,NULL,Issue ID,=,0,),And
1727-6,1727,6,NULL,Customer Category,LIKE,*Inop*,NULL,NULL
1726-1,1726,1,(,Model Year,=,2020,NULL,Or
1726-2,1726,2,NULL,Model Year,=,2021,),And
1726-3,1726,3,NULL,Model,=,F250/350/450/550,NULL,And
1726-4,1726,4,(,Claim Comment,LIKE,*49853*,NULL,Or
1726-5,1726,5,NULL,Dealer Comments,LIKE,*49853*,),And
1726-6,1726,6,(,Issue ID,IS NULL,NULL,NULL,Or
1726-7,1726,7,NULL,Issue ID,=,0,),NULL
1721-1,1721,1,NULL,Claim Category,=,Potenital KAM Loss Issue,NULL,Or
1721-2,1721,2,NULL,Claim Category,=,KAM Loss Issue,NULL,NULL
1720-0,1720,0,NULL,Product Description,=,NULL,NULL,Or
1720-1,1720,1,NULL,Model Year,>=,2016,NULL,And
1720-2,1720,2,NULL,Model Year,<=,2022,NULL,And
1720-4,1720,4,(,Issue ID,=,0,NULL,Or
1720-5,1720,5,NULL,Issue ID,IS NULL,NULL,),And
1720-6,1720,6,NULL,Claim Category,LIKE,*TAC*,NULL,And
1720-7,1720,7,NULL,Customer,=,GM,NULL,And
1720-8,1720,8,(,Datalink,LIKE,*DMAX*,NULL,Or
1720-10,1720,10,NULL,Datalink,LIKE,*CSS3L*,),NULL
1719-1,1719,1,NULL,Customer,=,GM,NULL,And
1719-2,1719,2,NULL,Model Year,>=,2020,NULL,And
1719-3,1719,3,NULL,Product Description,=,Compressor,NULL,And
1719-4,1719,4,NULL,Datalink,=,CompressorVan,NULL,And
1719-5,1719,5,(,Claim Category,=,Belt Fell Off,NULL,Or
1719-6,1719,6,NULL,Claim Category,=,Belt broken,),And
