Issue ID,Owner,Customer,Subject,Status,DN Part ID,Checksheet ID,Major Issue No,Customer Tracking Number,Bulletin Number,DN Design Location,DN Plant ID,Responsibility Category,Progress Updates,Countermeasure,Vehicles Affected,Failure Ratio,DN Share Ratio,Service Contribution Ratio,Activated,SQL Code
1793,dsdjackson,Stellantis,22MY Wagoneer (WS) HVAC Housing Leak,Trend Watching,114,Unknown,NA00008859,,,DIAM,DMMI,TFCA,,,0,NULL,NULL,NULL,Yes,"([DN Part ID] = 114) AND  [Model Platform] = 'WS' And ( [Customer Comments] LIKE '%water%' Or  [Customer Comments] LIKE '%leak%' Or  [Customer Comments] LIKE '%Wet%' Or  [Dealer Comments] LIKE '%Wet%' ) "
1792,dsyotsu,Toyota,?CRO?21MY RAV4 Prime - A/C Compressor - Abnormal Noise (Train Horn Noise),Closed,107,Unknown,NA00008855,,,TICO,TICO,TBD,,"Increased  liquid refrigerant discharge from the expansion valve immediately after IG-ON  by changing the expansion valve opening degree by A/C ECU repro  ",0,NULL,NULL,NULL,No,NULL
1791,dsyasano,Toyota,TMNA/TCI_22MY Corolla Cross_HVAC no heat on passenger side,Closed,114,Unknown,NA00008853,,,DNJP,DMAR,TFDM,,2022/01/13  Vision system setup to locate and stop pallet from advancing when missing and or wrong orientation of part (gear) has been found.,0,NULL,NULL,NULL,No,NULL
1790,dsysasaki,Toyota,TMNA/TCI 19-21MY RAV4 - Wiper Do Not Work - Wiper Motor INOP,Closed,226,Unknown,NA00008842,,,DNJP,DMNC-G,TFDM,,,0,NULL,NULL,NULL,No,NULL
1789,dsdjackson,Stellantis,21MY RAM (DT) TRX Low Temp Radiator Tube - leak,Closed,282,Unknown,NA00008765,,,DIAM,DMMI,TFDM,,,0,NULL,NULL,NULL,Yes,"([DN Part ID] = 282) AND ( [Model Platform] = 'DT' And  [Engine Desc] = 'ESD: 6.2L Supercharged HEMI V8 SRT Engine' )And ( [Dealer Comments] LIKE '%leak%' And ( [Dealer Comments] LIKE '%tube%' Or  [Dealer Comments] LIKE '%center%' Or  [Dealer Comments] LIKE '%middle%' )) "
1788,dsdjackson,Stellantis,22MY RAM (DT) TRX Low Temp Radiator Jumper Tube to Header – Leak,Closed,282,Unknown,NA00008762,,,DIAM,DMMI,TFDM,,"Production process improvement to crimp machine. No manual over ride for crimp machine, and machine will not crimp jumper tubes to header unless tube clamps are fully closed.No part number change necessary for countermeasure.",0,NULL,NULL,NULL,Yes,"([DN Part ID] = 282) AND (( [Model Platform] = 'DT' And  [Engine Desc] = 'ESD: 6.2L Supercharged HEMI V8 SRT Engine' )And ( [Dealer Comments] LIKE '%leak%' Or  [Customer Comments] LIKE '%leak%' )And ( [Dealer Comments] LIKE '%pipe%' Or  [Dealer Comments] LIKE '%hose%' Or  [Dealer Comments] LIKE '%weld%' Or  [Dealer Comments] LIKE '%jumper tube%' Or  [Dealer Comments] LIKE '%crimp%' )) "
1787,dsgclampit,GM,22MY Gen 5 Starter - P0E32,Cause Identified,184,Unknown,NULL,NULL,PRTS# 2182401,DNJP,DNJP,TFCA,"#PIT5873: After A Remote Start When The Start Button Is Pressed The Engine May Stall And Will Not Restart / SES MIL / DTC P0E32 and P0E37 - (Dec 8, 2021)
Subject: 	After A Remote Start When The Start Button Is Pressed The Engine May Stall And Will Not Restart / SES MIL / DTC P0E32 and P0E37","Oct 2021 has a BCM – Timing of events between BCU & ECU, PRTS# 2182401 only for (P0E32 &P0E37)
There is a different labor code for these claim, however, some dealerships incorrectly bin the starter as the causal part",NULL,NULL,NULL,NULL,Yes,([DN Part ID] = 184) AND  [Customer] = 'GM' And  [Datalink] = 'StarterGen5' And  [Model Year] = 2022 And  [Model Year] = 2022 And  [Vehicle Build Date] > '1/1/2021' And  [Vehicle Build Date] <= '1/1/2023' And ( [Issue ID] = '0' Or  [Issue ID] = '416' Or  [Issue ID] IS NULL )And ( [Customer Comments] LIKE '%e32%' Or  [Dealer Comments] LIKE '%e32%' Or  [Correction Comments] LIKE '%e32%' Or  [Customer Comments] LIKE '%e37%' Or  [Dealer Comments] LIKE '%e37%' Or  [Correction Comments] LIKE '%e37%' )
1786,dsdwilliam,Ford,Alternator Dealer Misdiagnosis,Closed,183,Unknown,NULL,NULL,NULL,DNJP,DMTN,NTF,Pats are being misdaiagnosed by dealerships. Parts are NTF and some claims have been charged back to the dealer.,NULL,NULL,NULL,NULL,NULL,Yes,([DN Part ID] = 183) AND  [Customer] = 'Ford' And  [Issue ID] IS NULL And ( [Claim Category 2] = 'Dealer Chargeback' Or  [Claim Category 2] = 'Part Charge Back' Or  [Claim Category 2] = 'Will Be Dealer Chargeback' )
1785,dsyasano,Toyota,TMNA/TCI_22 Sequoia/Smoke From Passenger Rear HVAC Vents/ R&R Blower Motor Control ASSY,Closed,111,Unknown,NA00008843,,,DNJP,DMAR,TBD,,"Since it is presumed to be an installation problem, there is no countermeasure on the product side.",0,NULL,NULL,NULL,No,NULL
1784,dsysasaki,Toyota,TMNA/TCI 20MY ES350 - Jerky Feeling When Accelerating After Cold Start,Closed,164,Unknown,NA00008841,,,DNJP,DMTN-202,NTF,,,0,NULL,NULL,NULL,No,NULL
1783,dsyasano,Toyota,TMNA/TCI_21MY Tundra/22MY Sequoia MIL ON(DTC P0012) Replacement OCV,Closed,174,Unknown,NA00008818,,,DNJP,DNMX,TBD,,No information.,0,NULL,NULL,NULL,No,NULL
1782,dsjmacatul,Ford,21MY Ford BLEM - SSM 49962,C/M Implemented,286,Unknown,NULL,NULL,NULL,DIAM,DMTN-203,NULL,NULL,SSM released on 6/15 to address Reverse Brake Assist after module programming,NULL,NULL,NULL,NULL,Yes,([DN Part ID] = 286) AND  [Customer] = 'Ford' And ( [Model Year] >= 2021 And  [Model Year] <= 2021 )And  [Claim Category 2] LIKE '%49962%' And ( [Issue ID] IS NULL Or  [Issue ID] = '0' )
1781,dsbmeers,Ford,Inverter Recalibration/Reprogram,Trend Watch,169,Unknown,NULL,NULL,NULL,DNJP,DMTN,TBD,No part replaced. Module reprogrammed with vehicle software.,NULL,NULL,NULL,NULL,NULL,Yes,([DN Part ID] = 169) AND  [Customer] = 'Ford' And  [Issue ID] IS NULL And ( [Claim Category] = 'Calibration Update' Or  [Claim Category] = 'Reporgrammed ISC' )
1780,dsdwilliam,Ford,Inverter DTC P0A78,Closed,169,Unknown,NULL,NULL,NULL,DNJP,DMTN,TBD,Currently all analysis is NTF. DMTN and DNJP have conducted numerous tests with no issues reproduced. Ford has conducted vehicle testing with no reoccurrence. Currently it have been identified that there is a potential mismatch in a portion of the diagnostic between Ford's vehicle software and DENSOa imspction software. This issue is still under investigation.,NULL,NULL,NULL,NULL,NULL,No,
1779,dsbmeers,Ford,Purge Valve DTC P2BEF,Investigating,188,Unknown,NULL,NULL,NULL,HDJP,HDMX,TBD,Currently DTC P2BEF is the next DTC needing investigation. Issue first seen on Transit. DTC is a Rich code. DIAM SE will deep dive warranty claims,NULL,NULL,NULL,NULL,NULL,Yes,([DN Part ID] = 188) AND  [Customer] = 'Ford' And  [Issue ID] IS NULL And  [Claim Comment] = 'P2BEF'
1778,dsbmeers,Toyota,TMNA/TCI 19-20MY Tacoma ECM - Vehicle Driveability Concerns,Closed,164,Unknown,NULL,NULL,T-SB-0092-20,DNJP,DMTN-202,TFCD,Bulletin released Sep 17 2020.,Calibration improvement.,NULL,NULL,NULL,NULL,Yes,"([DN Part ID] = 164) AND ( [Model Year] = 2019 Or  [Model Year] = 2020 )And  [Product Description] = 'Engine ECU' And ( [Dealer Comments] LIKE '%92-20%' Or  [Correction Comments] LIKE '%92-20%' Or  [Dealer Comments] LIKE '%TC1910%' Or  [Correction Comments] LIKE '%TC1910%' )And  [Model] = 'Tacoma'  "
1777,dsysasaki,Toyota,TMNA/TCI 21MY Venza HV - No start condition due to Inverter with Thermal Damage,Closed,169,Unknown,NA00008810,,,DNJP,DNJP,TFCA,"Found F/M (outside of DN process) that caused the thermal damage. Report shared with CQS, and no feedback.",,0,NULL,NULL,NULL,No,NULL
1776,dscbarhors,Honda,HONDA: 22MY TLX Radiator Ptank Stress Crack,Closed,144,Unknown,NA00008806,,,,TBD,TBD,,,0,NULL,NULL,NULL,No,NULL
1775,dsyasano,Toyota,(Monitor)TMNA/TCI_21MY LS500-Stutter at Low Speeds After Cold Soak(ECM),Closed,164,Unknown,NA00008800,,,DNJP,DNJP,TFCD,,ECI: 819WFW006Engine ECU P/N Changes:89661-50J50 --> 89661-50J5189663-50J00 --> 89663-50J0189661-50U90 --> 89661-50U9189663-50M00 --> 89663-50M01,0,NULL,NULL,NULL,No,NULL
1774,dsrmowery,Honda,2021MY Honda Odyssey HVAC Case Center Plate Warp Recurrence,Closed,114,Unknown,NA00008774,,,DIAM,DMAR,TFDM,,,129950,NULL,NULL,NULL,No,NULL
1773,dsrabdulri,GM,GM 21MY China Multiple Programs [Wiper Blade] - Poor Wipe Quality/Noise,Trend Watching,224,Unknown,NA00008736,,,,TBD,TBD,,,0,NULL,NULL,NULL,No,NULL
1772,dsjmacatul,Ford,21MY Ford F150 Cluster - Reverse Brake Assist Unavailable,Investigating,206,Unknown,NULL,NULL,NULL,DIAM,DMTN-201,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,([DN Part ID] = 206) AND  [Model] = 'F150' And  [Model Year] >= 2021 And  [Model Year] <= 2021 And ( [Issue ID] IS NULL Or  [Issue ID] = '0' )And  [Customer Category] LIKE '%Message - Reverse Brake Assist Unavailable%'
1771,dsbmeers,Ford,Purge Valve - Other part issue (Non-Purge Valve),Trend Watch,188,Unknown,NULL,NULL,NULL,HDJP,HDVN,TBD,Non Purge Valve parts causing the issue,NULL,NULL,NULL,NULL,NULL,Yes,"([DN Part ID] = 188) AND  [Customer] = 'Ford' And ( [Claim Category] = 'Fuel in Valve' Or  [Claim Category] = 'Gas Filler Pipe Replaced' Or  [Claim Category] = 'Canister Vent Valve' Or  [Claim Category] = 'Canister Vent Valve Loose' Or  [Claim Category] = 'Air Box Cracked' Or  [Claim Category] = 'Pinched Evap Hose' Or  [Claim Category] = 'Damaged Hose' Or  [Claim Category] = 'Kinked Hose' Or  [Claim Category] = 'Canister Hose Leaking' Or  [Claim Category] = 'Canister Vent Tube Pinched' Or  [Claim Category] = 'Cleaned filler neck' Or  [Claim Category] = 'Filler Neck Loose' Or  [Claim Category] = 'Fuel Cap Issue' Or  [Claim Category] = 'Fuel Cap Loose' ) "
1770,dsbmeers,Ford,Alternator NPF at Dealer,Trend Watch,183,Unknown,NULL,NULL,NULL,DNJP,DMTN,NTF,NPF claims from dealer,NULL,NULL,NULL,NULL,NULL,Yes,"([DN Part ID] = 183) AND  [Customer] = 'Ford' And ( [Claim Category] = 'Part Not Replaced' Or  [Claim Category] = 'No Part Replaced' Or  [Claim Category] = 'NTF' Or  [Claim Category] = 'NPF' ) "
1769,dsdwilliam,Ford,Ford 5.0L Engine Fuel Injector Pfmax,Closed,241,Unknown,NULL,NULL,NULL,DNJP,DMAT,TFDM,"DTC is P02EE/EF
• All are same manufacturing date (01E08 1/8/2021)
• All from the same dynamic machine #4
• Short mileage claim ( around 300 - 1100 mileage )
• Dynamic performance NG, especially low partial injection range decreased (-60%@q min)",Set Pfmax judgement to 1ms,NULL,NULL,NULL,NULL,Yes,"([DN Part ID] = 241) AND  [Engine Family] = '5.0L Engine' And  [Model Year] = 2021 And ( [Claim Comment] = 'P02EE' Or  [Claim Comment] = 'P02EF' Or  [Claim Comment] = 'P02EF U0284 P0306 P3442' ) "
1768,dsjmcallis,Stellantis,21MY Wrangler (JL) RHD Alternator pulley contacts wiring,C/M Implemented,183,Unknown,NULL,NUSWTYCHR21034573,NULL,DNJP,DNMX-S,TFCA,So far 3 returns for this issue,NULL,NULL,NULL,NULL,NULL,No,NULL
1767,dsyotsu,Toyota,TMNA/TCI_20-21MY Corolla- Windshield Wiper Abnormal Operation,Trend Watching,226,Unknown,NA00008757,,,DNJP,DMNC-G,TFDM,,"NA plant: Apr 2021Increasing the frequency of tray cleaning up, using coated gloves, using hard paper towels and added foreign object removal equipment.",0,NULL,NULL,NULL,No,NULL
1766,dsbmeers,Toyota,TMNA/TCI 21MY Corolla - HVAC Servo Gear Separated - Possible After C/M,Closed,108,Unknown,NA00008749,,,DNJP,DMAR,TFDM,,-Change assembling initial position (lever groove hole -> recess)-Prohibit of additional setting of AI program,0,NULL,NULL,NULL,No,NULL
1765,dsalockhar,Ford,Bluetooth Low Energy Module (BLEAM) with Lost Communication,Cause Identified,287,Unknown,NA00008745,,,DIAM,DMTN-203,TBD,,,0,NULL,NULL,NULL,No,NULL
1764,dsyasano,Toyota,TMNA/TCI_21MY Sienna HV - LH Power Sliding Door Inoperative + Burning Smell (Sliding Door Motor),Closed,239,Unknown,NA00008746,,,DNJP,TBD,TBD,,,0,NULL,NULL,NULL,No,NULL
1763,dsyasano,Toyota,TMNA/TCI_TMOT-ECU 20&21MY Highlander/21MY Venza HV the radio display screen was blank,Closed,275,Unknown,NA00008740,,,DNJP,DNJP,TFDD,,"C/M for solder process: Returned underfill<Part Production Date>  Hilander: Dec 18, 2021   Venza: Dec 20, 2021   <P/N>  Hilander: 468100-1914 => -1916Venza: 468100-1936 => -1937 ",0,NULL,NULL,NULL,No,NULL
1762,dsysasaki,Toyota,TMNA/TCI 21MY RAV4 HV - Water Leak Onto Passenger Floor - Pin Hole at HVAC Drain Port,Closed,114,Unknown,NA00008733,,,DNJP,DMMI,TFDM,,"C/M: Replaced RDU Board that was preventing signal to be sent from robot to machine - Completed 10/20/21- OMS Updated to use light, look inside case near drain hole for damage, and then shine through inside of case and look on opposite side to see if light shines through pin hole - Completed 11/2/21- Updated CP and PFMEA - Completed 11/30/21- Confirm signal is working from robot to machine - Due 2/28/22",0,NULL,NULL,NULL,Broken,([DN Part ID] = 114) AND  [Customer] = 'Toyota' And  [Issue ID] IS NULL And  [Model Year] = 2021 And  [Model] = 'Rav4' And  [Asm Plant Desc] LIKE 'TMMK%' And  [Claimed Part Number] LIKE '87050%' And ( [Dealer Comments] LIKE '%hole%' Or  [Dealer Comments] LIKE '%leak%' Or  [Dealer Comments] LIKE '%pin%' )
1761,dsbmeers,Toyota,TMNA/TCI 19-21MY GX460 - DCM Will Not Activate From Techstream (B5),Closed,202,Unknown,NA00008700,,,DNJP,DNJP,TFCA,,"Verizon Wireless confirmed Lexus customer account database would look up customer account information in another customer database, resulting in no match found and cannot manually activate.  Database issue was corrected Oct. 1, 2021, however no C/M documentation was provided to TMNA CT or CQS. ",0,NULL,NULL,NULL,No,NULL
1760,dsgclampit,GM,"21MY GM CSS 3.0L Pump - SiO2, Al2O3 Contamination",C/M Implemented,193,Unknown,NA00008697,,,DNJP,DNJP,TBD,,,11249,NULL,NULL,NULL,Yes,"([DN Part ID] = 193) AND  [Customer] = 'GM' And ( [VIN] = '1GNSKGKT2MR331934' Or  [VIN] = '1GKS2DKTXMR322541' Or  [VIN] = '3GCUYEET3MG320232' Or  [VIN] = '1GNSKGKT4MR302578' Or  [VIN] = '1GYS4GKT1MR334045' Or  [VIN] = '3GTU9BET2MG338006' Or  [VIN] = '1GNSKGKT4MR394646' Or  [VIN] = '3GCUYEET3LG263335' Or  [VIN] = '3GCUYDET5MG274512' Or  [VIN] = '3GCPWEETXMG269315' ) "
1759,dsysasaki,Toyota,TMNA/TCI 21MY Sienna HV - All Functions of Combination Meter INOP,Closed,206,Unknown,NA00008694,,,DIAM,DNMX-A,TFCA,"DNMX investigation found evidence of meter case being opened, and many scratches to the part. Suspect dealer/end-user had damaged part",No C/M,0,NULL,NULL,NULL,No,NULL
1758,dsbmeers,Ford,[MIR] 20MY-21MY Ford Escape ISC DTC U0293 High NTF,Trend Watching,169,Unknown,NA00008685,,,DNJP,DMTN-101,TBD,,,0,NULL,NULL,NULL,No,NULL
1757,dscnehme,GM,GM 20-21MY Global B Body Control Module – P2535 DTC Ignition Switch Run/Start Position Circuit High,Trend Watching,201,Unknown,NA00008577,,,DIAM,DMTN-203,TBD,,,216233,NULL,NULL,NULL,No,
1756,dsjmacatul,Ford,21MY Ford Mach-E BLEM - Reprogram,C/M Implemented,286,Unknown,NULL,NULL,NULL,DIAM,DMTN-203,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,([DN Part ID] = 286) AND  [Customer] = 'Ford' And  [Model Year] = 2021 And  [Model] = 'Mustang Mach E' And  [Claim Category] = 'Reprogram' And ( [Issue ID] IS NULL Or  [Issue ID] = '0' )
1755,dsjmacatul,Ford,20-22MY Ford/Lincoln BLEM - SSM 50077,C/M Implemented,286,Unknown,NULL,NULL,SSM 50077,DIAM,DMTN-203,NULL,NULL,SSM 50077 to update BLEM to latest level,NULL,NULL,NULL,NULL,Yes,([DN Part ID] = 286) AND  [Customer] = 'Ford' And ( [Model Year] >= 2020 And  [Model Year] <= 2022 )And  [Claim Comment] LIKE '%50077%' And ( [Issue ID] IS NULL Or  [Issue ID] = '0' )
1754,dsdwilliam,Ford,Ford Alternator U codes for Alternator and Grille Shutter,Closed,183,Unknown,NULL,NULL,NULL,DNJP,DMTN-201,TFCA,NULL,Ford released SSM 50737 advising dealer technicians to investigate and repair LIN circuit VE181 near connector C102A near the left engine mount bracket.,NULL,NULL,NULL,NULL,Yes,([DN Part ID] = 183) AND  [Customer] = 'Ford' And  [Issue ID] IS NULL And ( [Claim Comment] = 'U012D' Or  [Claim Comment] = 'U012D AND U042E' Or  [Claim Comment] = 'U012D U0284' Or  [Claim Comment] = 'U012D U0284 U042E' Or  [Claim Comment] = 'U012D U042E' Or  [Claim Comment] = 'U0284' Or  [Claim Comment] = 'U042E' Or  [Claim Comment] = 'U042E U012D' Or  [Claim Comment] = 'U042E U0284 U012D' Or  [Claim Comment] = 'U012D U0284 U0285 U0645' Or  [Claim Comment] = 'U012D U0284 U0645' Or  [Claim Comment] = 'U012D U0645 U0284 U0285' Or  [Claim Comment] = 'U0284 U0265 U012D U0285 U042E' Or  [Claim Comment] = 'U0284 U0285 U012D U042E' Or  [Claim Comment] = 'U0284 U0285 U0645' Or  [Claim Comment] = 'U0284 U042E' Or  [Claim Comment] = 'U0284 U0645 U012D U042E' Or  [Claim Comment] = 'U0645 U02845 U0120 U0285' Or  [Claim Comment] = 'U042E U012D U0645 U0284 U0285' )And ( [Claim Category] = 'Replaced Alternator' Or  [Claim Category] = 'Replaced Grill Shutter and Alternator' Or  [Claim Category] IS NULL )
1753,dsrmowery,Honda,22MY MDX Running Average Power Limit (RAPL),Closed,280,Unknown,NULL,NULL,NULL,DIAM,DMTN-203,TFDD,Countermeasure applied to MP July/2021.  OTA with c/m content to be released Sept/2021,Disable RAPL,NULL,NULL,NULL,NULL,Yes,"([DN Part ID] = 280) AND  [customer] = 'Honda' And  [Product Description] = 'Infotainment Control Unit' And  [Customer Category] = 'Slow Performance'  "
1752,dsdwelch,Honda,Engine ECU SW IUMPR SW error,Closed,164,Unknown,NA00008687,,,DNJP,DMTN-202,TBD,,"1. To specify the process skipping prohibition in the development process definition document in terms of left side of the V-shaped development process (see report for full image of countermeasure plan)2. To return to the design process in case the structure of the design document and the source code are different and the consistency cannot be verified one-to-one.  3. To establish the system to ensure compliance with work precures and rules of management and operation in the requirement analysis and design process.4. To strengthen organizational management for OBD regulation.5. To monitor development status and taking organizational measures.  ",40000,NULL,NULL,NULL,No,NULL
1751,dssdebat,Ford,21MY- 22MY Ford F150 Compressor - DTC P06A0 / Control Valve displacement test failure (NTF returns),Trend Watching,107,Unknown,NA00008682,,,TICO,TACG,TBD,"PCA - Under Investigation by Ford
4/2022 - Find a vehicle request issued","ICA - WSM update (7/28/2021) DTC P06A0 Point Pin Test for displacement --> Notification (3x's) to tech to confirm clutch is engaging when using EVDC tester
PCA - TBD -  Ford-Eng investigating, issued request for find a vehicle (4-2022)",0,NULL,NULL,NULL,Yes,"([DN Part ID] = 107) AND  [Customer] = 'Ford' And ( [Model Year] = 2020 Or  [Model Year] = 2021 )And ( [Claim Category] = 'Compressor failed PPT (displacement)' Or  [Claim Category] = 'Compressor failed PPT' ) "
1750,dsalopez,Nissan,Nissan – 20MY Infinity QX-50 IHX Pipe Leak,Under Investigation,129,Unknown,NA00008672,,,DNJP,ASMX,TBD,,,0,NULL,NULL,NULL,No,NULL
1749,dsrmowery,Honda,22MY MDX Meter Blank Display,Closed,206,Unknown,NA00008625,,,DNJP,TBD,TBD,,,0,NULL,NULL,NULL,No,NULL
1748,dsjmcallis,Stellantis,20-21MY Stellantis Ram Promaster (VF) - Alternator Litens Pulley Press Fit (Post STL C/M),Cause Identified,183,Unknown,NA00008589,,,DIAM,DNMX-S,TFCD,,Stellantis plans to change alternator on 22MY VF as mid cycle action (corresponds to new engine)Service part development for larger pulley in progress.,50330,NULL,NULL,NULL,No,NULL
1746,DSDRETTA,GM,20-22MY O2 sensor Gen5+ truck - P0300 issue,Cause Identified,173,Unknown,NULL,NULL," TSB 21-NA-154",DNJP,DMAT,TBD,GEN5+ truck  have a concern of DTC P0300 which is vehicle experiencing misfire.,GM has issued TSB 21-NA-154,NULL,NULL,NULL,0.25,Yes,"([DN Part ID] = 173) AND  [Customer] = 'GM' And  [Model Year] >= 2020 And  [Product Description] = 'O2 Sensor' And  [Engine Family] = 'GEN 5+' And ( [Engine] = 'L84' Or  [Engine] = 'L87' )And  [Claim Category] = 'DTC P0300'  "
1745,dssdebat,Ford,20MY Ford Explorer/Aviator  - Low charge from CAP (SSM 49201),Cause Identified,107,Unknown,NULL,NULL,SSM49201,TICO,TACG,TFCA,NULL,"SSM notification - Some 2020 Explorer/Aviator/Police Interceptor vehicles built on or before 19-Aug-2019 may exhibit an A/C system that is inoperative or does not cool properly. This may be due to a low refrigerant charge and/or system leak. Normal Workshop Manual (WSM) diagnosis and testing procedures may not verify any leaks. If this occurs, pressurize the system and spray the brazed joint of the thermostatic expansion valve manifold and tube assembly with soapy water just above where the retaining bracket/insulator bolts to the right side frame rail and check for leaks.",NULL,NULL,NULL,NULL,Broken,"([DN Part ID] = 107) AND  [Claimed Part Desc] = 'COMPRESSOR - A/C' And  [Model Year] = 2020 And ( [Model] = 'Explorer' Or  [Model] = 'Aviator' )And  [Vehicle Build Date] <= '8-19-2019' And ( [Claim Category] = 'Insufficient Charge' Or  [Claim Category] = ' 	Seized' Or  [Claim Category] = 'A/C Hose Leak' Or  [Claim Category] = 'Low charge' ) "
1744,dsjmacatul,Ford,21MY Ford Mach-E BLEM - SSM 49968,C/M Implemented,286,Unknown,NULL,NULL,SSM 49968,DIAM,DMTN-203,NULL,NULL,SSM 49968 to update BLEM to latest level,NULL,NULL,NULL,NULL,Yes,([DN Part ID] = 286) AND  [Customer] = 'Ford' And ( [Model Year] >= 2020 And  [Model Year] <= 2021 )And  [Claim Comment] LIKE '%49968%' And ( [Issue ID] IS NULL Or  [Issue ID] = '0' )
1743,dsjmacatul,Ford,21MY Ford Mach-E BLEM - FSA 21B36,C/M Implemented,286,Unknown,NULL,NULL,FSA 21B36,DIAM,DMTN-203,NULL,NULL,FSA 21B36 s/w update to R11,NULL,NULL,NULL,NULL,Yes,([DN Part ID] = 286) AND  [Customer] = 'Ford' And  [Model Year] = 2021 And  [Model] = 'Mustang Mach E' And ( [Issue ID] IS NULL Or  [Issue ID] = '0' )And  [Claim Category] LIKE '%21B36%'
1742,dsyasano,Toyota,TMNA/TCI 21MY ES350_Combination meter display failure (LCD display failure or non-lighting),Closed,206,Unknown,NA00008653,,,DNJP,DMTN-201,TBD,,Implemented process cleaning improvement for driver IC suppliers,0,NULL,NULL,NULL,No,NULL
1741,dsdjackson,Stellantis,21MY RAM (DT) Compressor NTF Reduction,Under Investigation,107,Unknown,NA00008599,NUSWTYCHR22022635,,DIAM,MACI,TBD,,,0,NULL,NULL,NULL,Yes,"([DN Part ID] = 107) AND (( [Model Platform] = 'DT' And  [Model Year] >= 2021 )And ( [Customer Comments] LIKE '%inop%' Or  [Customer Comments] LIKE '%warm%' Or  [Customer Comments] LIKE '%hot%' Or  [Customer Comments] LIKE '%no AC%' )) "
1740,dsdjackson,Stellantis,21MY MP Evaporator Containment Contaminated Refrigerant,C/M Implemented,121,Unknown,NULL,NULL,NULL,DIAM,DNMX,TFCA,Star Onlie realeased Aug 2021 S2124000007 - MP Peroxide Contamination,Replace all AC components due to contamination,NULL,NULL,NULL,NULL,Yes,"([DN Part ID] = 121) AND  [Model] = 'Compass MP' And  [Vehicle Build Date] > '9/1/2020' And  [Vehicle Build Date] <= '9/30/2020'  "
1739,dsysasaki,Toyota,TMNA/TCI 20-21MY Highlander - Combination Meter INOP after 21TC05,Closed,206,Unknown,NA00008654,,,DNJP,DNMX-A,TBD,,Updated TI for clearer description of vehicle preparation.Additional HINT for battery voltage and warning on ECU programing failure if not followed properly.Calibration updated to include dynamic logic change.Permanent C/M issued on 5/13/2022,0,NULL,NULL,NULL,Broken,([DN Part ID] = 206) AND  [Customer] = 'Toyota' And  [Issue ID] IS NULL And  [Model] = 'Highlander' And ( [Model Year] = 2020 Or  [Model Year] = 2021 )And ( [Customer Comments] LIKE '%21TC05%' Or  [Dealer Comments] LIKE '%21TC05%' Or  [Correction Comments] LIKE '%21TC05%' )And  [Vehicle Repair Date] <= '5/13/2022'
1738,dsysasaki,Toyota,TMNA/TCI 21MY Venza HV - Fuel Gauge Does Not Read Full After Filling Up,Closed,196,Unknown,NA00008652,,,DNJP,DNJP,TBD,,,0,NULL,NULL,NULL,No,NULL
1737,dsdsumner,Subaru,Subaru Navi Display (BT/Phone Issues),NULL,276,Unknown,NULL,NULL,NULL,DNJP,DNMX,TFDD,NULL,NULL,NULL,NULL,NULL,NULL,Yes,"([DN Part ID] = 276) AND  [Customer] = 'Subaru' And  [Customer Category] LIKE '%BT/Phone%'  "
1736,dsdsumner,Subaru,Subaru Refrigerant Line (Contact Damage),Closed,129,Unknown,NULL,NULL,NULL,DNJP,ASMI,TFCA,NULL,NULL,NULL,NULL,NULL,NULL,Yes,"([DN Part ID] = 129) AND  [Customer] = 'Subaru' And  [Claim Category] LIKE '%Contact%'  "
1735,dsdsumner,Subaru,Subaru Refrigerant Line (Rubbing),Closed,129,Unknown,NULL,NULL,NULL,DNJP,ASMI,TFCA,NULL,modification of SIA installation,NULL,NULL,NULL,NULL,No,
1734,dsjmacatul,Ford,21MY Ford F150 Cluster - Pre collision warning,Investigating,206,Unknown,NULL,NULL,NULL,DIAM,DMTN-201,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,([DN Part ID] = 206) AND  [Model] = 'F150' And  [Model Year] >= 2021 And  [Model Year] <= 2021 And ( [Issue ID] IS NULL Or  [Issue ID] = '0' )And  [Customer Category] LIKE '%PRE COLLISION WARNING%'
1733,dsjmacatul,Ford,21MY Ford F150 Cluster - Power window issue,Closed,206,Unknown,NULL,NULL,NULL,DIAM,DMTN-201,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,([DN Part ID] = 206) AND  [Model] = 'F150' And  [Model Year] >= 2021 And  [Model Year] <= 2021 And ( [Issue ID] IS NULL Or  [Issue ID] = '0' )And  [Customer Category] LIKE '%Power window issue%'
1732,dsjmacatul,Ford,21MY Ford F150 Cluster - Preferences not saving,Trend Watch,206,Unknown,NULL,NULL,NULL,DIAM,DMTN-201,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,([DN Part ID] = 206) AND  [Model] = 'F150' And  [Model Year] >= 2021 And  [Model Year] <= 2021 And ( [Issue ID] IS NULL Or  [Issue ID] = '0' )And  [Customer Category] LIKE '%Preferences - not saving%'
